ID,Name,Activity,Start,Finish,PGMA,System,MU
,Manufacturing,MFG,2023-12-21,2024-10-28,24810,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-10-29,2024-11-27,24810,Boiler Integral Piping and Fittings,TRY
,FURNACE LINK TO FLASH TAND/HWL1 TO HWL2 (PGMA-24811),OTH,2023-01-25,2024-11-27,24811,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-01-25,2023-12-20,24811,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-12-21,2024-10-28,24811,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-10-29,2024-11-27,24811,Boiler Integral Piping and Fittings,TRY
,Boiler Trim Piping - Non Ht Items (PGMA-24814),OTH,2023-01-25,2024-10-27,24814,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-01-25,2023-12-05,24814,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-12-06,2024-09-27,24814,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-09-28,2024-10-27,24814,Boiler Integral Piping and Fittings,TRY
,DESUPERHEATER PIPES (PGMA-24815),OTH,2023-01-25,2024-03-29,24815,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-01-25,2023-08-14,24815,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-08-15,2024-02-28,24815,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,24815,Boiler Integral Piping and Fittings,TRY
,H&S For Start-Up System - Os Items (PGMA-24817),OTH,2023-01-25,2024-11-27,24817,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-01-25,2023-12-20,24817,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-12-21,2024-10-28,24817,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-10-29,2024-11-27,24817,Boiler Integral Piping and Fittings,TRY
,H&S For Start-Up System - Dd Items (PGMA-24818),OTH,2023-01-25,2024-11-27,24818,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-01-25,2023-12-20,24818,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-12-21,2024-10-28,24818,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-10-29,2024-11-27,24818,Boiler Integral Piping and Fittings,TRY
,EXHAUST PIPE FOR SAFETY VALVES (PGMA-24820),OTH,2023-05-18,2024-11-27,24820,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-05-18,2024-02-03,24820,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-02-04,2024-10-28,24820,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-10-29,2024-11-27,24820,Boiler Integral Piping and Fittings,TRY
,De-Superheater Pipes - Os Items (PGMA-24822),OTH,2023-04-26,2024-06-28,24822,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-04-26,2023-11-13,24822,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-11-14,2024-05-29,24822,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-05-30,2024-06-28,24822,Boiler Integral Piping and Fittings,TRY
,De-Superheater Pipes - Dd Items (PGMA-24823),OTH,2023-04-26,2024-06-28,24823,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-04-26,2023-11-13,24823,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-11-14,2024-05-29,24823,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-05-30,2024-06-28,24823,Boiler Integral Piping and Fittings,TRY
,Exhaust Pipe For Safety Valve - Os Items (PGMA-24824),OTH,2023-05-18,2024-11-27,24824,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-05-18,2024-02-03,24824,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-02-04,2024-10-28,24824,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-10-29,2024-11-27,24824,Boiler Integral Piping and Fittings,TRY
,SILENCER SUPPORTS (PGMA-24825),OTH,2022-09-27,2024-03-14,24825,Boiler Integral Piping and Fittings,
,Engineering,ENG,2022-09-27,2023-07-25,24825,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-07-26,2024-02-13,24825,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-02-14,2024-03-14,24825,Boiler Integral Piping and Fittings,TRY
,Silencer Support - Os Items (PGMA-24826),OTH,2022-09-27,2024-03-14,24826,Boiler Integral Piping and Fittings,
,Engineering,ENG,2022-09-27,2023-07-25,24826,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-07-26,2024-02-13,24826,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-02-14,2024-03-14,24826,Boiler Integral Piping and Fittings,TRY
,Exhaust Pipe For Safety Valve - Dd Items (PGMA-24827),OTH,2023-05-18,2024-11-27,24827,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-05-18,2024-02-03,24827,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-02-04,2024-10-28,24827,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-10-29,2024-11-27,24827,Boiler Integral Piping and Fittings,TRY
,Exhaust Pipe For Safety Valve - BOI Item (PGMA-24828),OTH,2023-05-18,2024-11-27,24828,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-05-18,2024-02-03,24828,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-02-04,2024-10-28,24828,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-10-29,2024-11-27,24828,Boiler Integral Piping and Fittings,TRY
,STARTUP VENT DIFFUSER AND SILENCER SUPPPORTS (PGMA-24835),OTH,2022-09-27,2023-12-27,24835,Boiler Integral Piping and Fittings,
,Engineering,ENG,2022-09-27,2023-07-25,24835,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-05-09,2023-11-27,24835,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2023-11-28,2023-12-27,24835,Boiler Integral Piping and Fittings,TRY
,"Start-Up Vent, Diffuser, Silencer Support-Os Item (PGMA-24836)",OTH,2022-09-27,2023-12-27,24836,Boiler Integral Piping and Fittings,
,Engineering,ENG,2022-09-27,2023-07-25,24836,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-05-09,2023-11-27,24836,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2023-11-28,2023-12-27,24836,Boiler Integral Piping and Fittings,TRY
,"Start-Up Vent, Diffuser, Silencer Support-Dd Item (PGMA-24837)",OTH,2022-09-27,2023-12-27,24837,Boiler Integral Piping and Fittings,
,Engineering,ENG,2022-09-27,2023-07-25,24837,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-05-09,2023-11-27,24837,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2023-11-28,2023-12-27,24837,Boiler Integral Piping and Fittings,TRY
,SAMPLE COOLER AND SUPPORTS (PGMA-24840),OTH,2023-05-18,2024-11-27,24840,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-05-18,2024-02-03,24840,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-02-04,2024-10-28,24840,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-10-29,2024-11-27,24840,Boiler Integral Piping and Fittings,TRY
,Sample Cooler & Supports - Os Items (PGMA-24841),OTH,2023-05-18,2024-11-27,24841,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-05-18,2024-02-03,24841,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-02-04,2024-10-28,24841,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-10-29,2024-11-27,24841,Boiler Integral Piping and Fittings,TRY
,DD items for Sample Cooler and Supports (PGMA-24842),OTH,2023-05-18,2024-11-27,24842,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-05-18,2024-02-03,24842,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-02-04,2024-10-28,24842,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-10-29,2024-11-27,24842,Boiler Integral Piping and Fittings,TRY
, BOI- HT- RE-CIRCULATING PUMP COMPONENTS-SD (PGMA-24855),OTH,2023-08-23,2024-12-28,24855,Boiler Integral Piping and Fittings,
,NIT,ENQ,2023-08-23,2023-08-23,24855,Boiler Integral Piping and Fittings,TRY
,Ordering,OTH,2023-08-24,2024-01-20,24855,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-01-21,2024-11-28,24855,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-11-29,2024-12-28,24855,Boiler Integral Piping and Fittings,TRY
,VALVES (PGMA-24860),OTH,2024-01-12,2025-11-11,24860,Boiler Integral Piping and Fittings,
,Engineering,ENG,2024-01-12,2024-07-09,24860,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-07-10,2025-10-12,24860,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2025-10-13,2025-11-11,24860,Boiler Integral Piping and Fittings,TRY
,BOI-LU-VALVES SUBDELIVERY (PGMA-24865),OTH,2023-08-03,2025-01-14,24865,Boiler Integral Piping and Fittings,
,NIT,ENQ,2023-08-03,2023-08-03,24865,Boiler Integral Piping and Fittings,TRY
,Ordering,OTH,2023-08-04,2024-01-30,24865,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-01-31,2024-12-15,24865,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-12-16,2025-01-14,24865,Boiler Integral Piping and Fittings,TRY
,BOI-LU-VALVES FOR STARTUP RECIRCULATION SYSTEM-SD (PGMA-24867),OTH,2023-10-22,2025-01-12,24867,Boiler Integral Piping and Fittings,
,NIT,ENQ,2023-10-22,2023-10-22,24867,Boiler Integral Piping and Fittings,TRY
,Ordering,OTH,2023-10-23,2024-03-20,24867,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-03-21,2024-12-13,24867,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-12-14,2025-01-12,24867,Boiler Integral Piping and Fittings,TRY
,SAFETY VALVES (PGMA-24880),OTH,2022-12-26,2024-01-27,24880,Boiler Integral Piping and Fittings,
,Engineering,ENG,2022-12-26,2023-07-05,24880,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-07-06,2023-12-28,24880,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2023-12-29,2024-01-27,24880,Boiler Integral Piping and Fittings,TRY
,SAFETY VALVES AND ERV-SD (PGMA-24881),OTH,2022-12-26,2024-01-27,24881,Boiler Integral Piping and Fittings,
,Engineering,ENG,2022-12-26,2023-07-05,24881,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-07-06,2023-12-28,24881,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2023-12-29,2024-01-27,24881,Boiler Integral Piping and Fittings,TRY
,Safety Valves (BHEL) - Non Ht (PGMA-24883),OTH,2022-12-26,2024-01-27,,Boiler Integral Piping and Fittings,
,Engineering,ENG,2022-12-26,2023-07-05,24883,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-07-06,2023-12-28,24883,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2023-12-29,2024-01-27,24883,Boiler Integral Piping and Fittings,TRY
,SILENCERS (PGMA-24885),OTH,2022-09-27,2023-12-27,24885,Boiler Integral Piping and Fittings,
,Engineering,ENG,2022-09-27,2023-07-25,24885,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-05-09,2023-11-27,24885,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2023-11-28,2023-12-27,24885,Boiler Integral Piping and Fittings,TRY
,SPECIAL TOOLS (PGMA-24950),OTH,2023-11-06,2025-06-29,24950,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-11-06,2024-08-13,24950,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-08-14,2025-05-30,24950,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2025-05-31,2025-06-29,24950,Boiler Integral Piping and Fittings,TRY
,LAPPING TOOLS FOR SV&ERV (PGMA-24955),OTH,2023-11-06,2025-06-29,24955,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-11-06,2024-08-13,24955,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-08-14,2025-05-30,24955,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2025-05-31,2025-06-29,24955,Boiler Integral Piping and Fittings,TRY
,LAPPING TOOLS FOR CONVENTIONAL VALVES( (PGMA-24960),OTH,2023-11-06,2025-06-29,24960,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-11-06,2024-08-13,24960,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-08-14,2025-05-30,24960,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2025-05-31,2025-06-29,24960,Boiler Integral Piping and Fittings,TRY
,COMMG SPARES FOR SAFETY VALVES/ERV (PGMA-24987),OTH,2023-11-21,2025-07-29,24987,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-11-21,2024-09-10,24987,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-09-11,2025-06-29,24987,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2025-06-30,2025-07-29,24987,Boiler Integral Piping and Fittings,TRY
,COMMG SPARES FOR IMPORTED SUB-DELY (PGMA-24988),OTH,2023-11-21,2025-07-29,24988,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-11-21,2024-09-10,24988,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-09-11,2025-06-29,24988,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2025-06-30,2025-07-29,24988,Boiler Integral Piping and Fittings,TRY
,COMMG SPARES FOR CONVENTIONAL VALVES (PGMA-24989),OTH,2023-11-21,2025-07-29,24989,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-11-21,2024-09-10,24989,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-09-11,2025-06-29,24989,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2025-06-30,2025-07-29,24989,Boiler Integral Piping and Fittings,TRY
,IMPORTED ELECTRODES (PGMA-24992),OTH,2023-01-25,2024-10-27,24992,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-01-25,2023-12-05,24992,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-12-06,2024-09-27,24992,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-09-28,2024-10-27,24992,Boiler Integral Piping and Fittings,TRY
,CONSUMABLES &Erection MATERIALS (PGMA-24993),ERC,2023-01-25,2024-10-27,24993,Boiler Integral Piping and Fittings,PSWR
,Engineering,ENG,2023-01-25,2023-12-05,24993,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2023-12-06,2024-09-27,24993,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2024-09-28,2024-10-27,24993,Boiler Integral Piping and Fittings,TRY
,NAME PLATES (PGMA-24994),OTH,2023-11-06,2025-06-29,24994,Boiler Integral Piping and Fittings,
,Engineering,ENG,2023-11-06,2024-08-13,24994,Boiler Integral Piping and Fittings,TRY
,Manufacturing,MFG,2024-08-14,2025-05-30,24994,Boiler Integral Piping and Fittings,TRY
,Dispatch,DIS,2025-05-31,2025-06-29,24994,Boiler Integral Piping and Fittings,TRY
,Super Heaters and Re-Heaters ,OTH,2022-12-26,2024-09-27,,Boiler Integral Piping and Fittings,TRY
,Superheater Headers (PG-10),OTH,2023-01-25,2024-08-29,PG10,Boiler Integral Piping and Fittings,
,SH VERTICAL SPACED INLET HEADER (PGMA-10174),OTH,2023-01-25,2024-04-28,10174,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-09-05,10174,Superheater Headers,TRY
,Manufacturing,MFG,2023-09-06,2024-03-29,10174,Superheater Headers,TRY
,Dispatch,DIS,2024-03-30,2024-04-28,10174,Superheater Headers,TRY
,SH.VERTICAL PLATEN SH 1NLET HEADER (PGMA-10178),OTH,2023-01-25,2024-03-29,10178,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-08-14,10178,Superheater Headers,TRY
,Manufacturing,MFG,2023-08-15,2024-02-28,10178,Superheater Headers,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,10178,Superheater Headers,TRY
,REAR WALL SUPER HEATER INLET HEADER (PGMA-10182),OTH,2023-01-25,2024-08-29,10182,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-11-05,10182,Superheater Headers,TRY
,Manufacturing,MFG,2023-11-06,2024-07-30,10182,Superheater Headers,TRY
,Dispatch,DIS,2024-07-31,2024-08-29,10182,Superheater Headers,TRY
,FRONT WALL SUPER HEATER INLET HEADER (PGMA-10183),OTH,2023-01-25,2024-03-29,10183,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-08-14,10183,Superheater Headers,TRY
,Manufacturing,MFG,2023-08-15,2024-02-28,10183,Superheater Headers,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,10183,Superheater Headers,TRY
,SIDE WALL SUPER HEATER INLET HEADER (PGMA-10184),OTH,2023-01-25,2024-05-29,10184,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-09-26,10184,Superheater Headers,TRY
,Manufacturing,MFG,2023-09-27,2024-04-29,10184,Superheater Headers,TRY
,Dispatch,DIS,2024-04-30,2024-05-29,10184,Superheater Headers,TRY
,BP BOTTOM RING HDRS (PGMA-10185),OTH,2023-01-25,2024-03-29,10185,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-08-14,10185,Superheater Headers,TRY
,Manufacturing,MFG,2023-08-15,2024-02-28,10185,Superheater Headers,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,10185,Superheater Headers,TRY
,BACK PASS RING HEADER (PGMA-10191),OTH,2023-01-25,2024-02-26,10191,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-08-04,10191,Superheater Headers,TRY
,Manufacturing,MFG,2023-08-05,2024-01-27,10191,Superheater Headers,TRY
,Dispatch,DIS,2024-01-28,2024-02-26,10191,Superheater Headers,TRY
,SH. VERTICAL SPACED OUTLET HEADER (PGMA-10274),OTH,2023-01-25,2024-04-28,10274,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-09-05,10274,Superheater Headers,TRY
,Manufacturing,MFG,2023-09-06,2024-03-29,10274,Superheater Headers,TRY
,Dispatch,DIS,2024-03-30,2024-04-28,10274,Superheater Headers,TRY
,SH.VERTICAL PLATEN OUTLET HEADER (PGMA-10278),OTH,2023-01-25,2024-03-29,10278,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-08-14,10278,Superheater Headers,TRY
,Manufacturing,MFG,2023-08-15,2024-02-28,10278,Superheater Headers,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,10278,Superheater Headers,TRY
,SH. BACKPASS SIDE WALL FRONT OUTLET HDR. (PGMA-10283),OTH,2023-01-25,2024-03-29,10283,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-08-14,10283,Superheater Headers,TRY
,Manufacturing,MFG,2023-08-15,2024-02-28,10283,Superheater Headers,TRY
,Dispatch,DIS,2024-02-29,2024-03-29,10283,Superheater Headers,TRY
,SIDE WALL SUPER HEATER OUTLET HEADER (PGMA-10284),OTH,2023-01-25,2024-06-28,10284,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-10-06,10284,Superheater Headers,TRY
,Manufacturing,MFG,2023-10-07,2024-05-29,10284,Superheater Headers,TRY
,Dispatch,DIS,2024-05-30,2024-06-28,10284,Superheater Headers,TRY
,SH front wall outlet header (PGMA-10285),OTH,2023-01-25,2024-04-28,10285,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-09-05,10285,Superheater Headers,TRY
,Manufacturing,MFG,2023-09-06,2024-03-29,10285,Superheater Headers,TRY
,Dispatch,DIS,2024-03-30,2024-04-28,10285,Superheater Headers,TRY
,SH RADIANT ROOF OUTLET HDR (PGMA-10291),OTH,2023-01-25,2024-04-28,10291,Superheater Headers,
,Engineering,ENG,2023-01-25,2023-09-05,10291,Superheater Headers,TRY
,Manufacturing,MFG,2023-09-06,2024-03-29,10291,Superheater Headers,TRY
,Dispatch,DIS,2024-03-30,2024-04-28,10291,Superheater Headers,TRY
,Superheater Coils and Walls (PG-11),OTH,2023-01-25,2024-08-29,PG11,Superheater Headers,
,FINISH SH FRNT ASSY WITH I/T TER & CROSSOVERTUBES (PGMA-11074),OTH,2023-01-25,2024-04-28,11074,Superheater Coils and Walls,
,Engineering,ENG,2023-01-25,2023-09-05,11074,Superheater Coils and Walls,TRY
,Manufacturing,MFG,2023-09-06,2024-03-29,11074,Superheater Coils and Walls,TRY
,Dispatch,DIS,2024-03-30,2024-04-28,11074,Superheater Coils and Walls,TRY
,SH PLATEN ASSY WITH TERM TUBES - LEFT (PGMA-11078),OTH,2023-01-25,2024-04-28,11078,Superheater Coils and Walls,
,Engineering,ENG,2023-01-25,2023-09-05,11078,Superheater Coils and Walls,TRY
,Manufacturing,MFG,2023-09-06,2024-03-29,11078,Superheater Coils and Walls,TRY
,Dispatch,DIS,2024-03-30,2024-04-28,11078,Superheater Coils and Walls,TRY
,FINISH SH REAR ASSY WITH O/T TER & CROSSOVERTUBES (PGMA-11374),OTH,2023-01-25,2024-04-28,11374,Superheater Coils and Walls,
,Engineering,ENG,2023-01-25,2023-09-05,11374,Superheater Coils and Walls,TRY
,Manufacturing,MFG,2023-09-06,2024-03-29,11374,Superheater Coils and Walls,TRY
,Dispatch,DIS,2024-03-30,2024-04-28,11374,Superheater Coils and Walls,TRY
,SH PLATEN ASSY WITH TERM TUBES - RIGHT (PGMA-11378),OTH,2023-01-25,2024-04-28,11378,Superheater Coils and Walls,
,Engineering,ENG,2023-01-25,2023-09-05,11378,Superheater Coils and Walls,TRY
,Manufacturing,MFG,2023-09-06,2024-03-29,11378,Superheater Coils and Walls,TRY
,Dispatch,DIS,2024-03-30,2024-04-28,11378,Superheater Coils and Walls,TRY
,SH. FRONT WALL PANELS UPPER- OS (PGMA-11406),OTH,2023-01-25,2024-04-28,11406,Superheater Coils and Walls,
,Engineering,ENG,2023-01-25,2023-09-05,11406,Superheater Coils and Walls,TRY
,Manufacturing,MFG,2023-09-06,2024-03-29,11406,Superheater Coils and Walls,TRY
,Dispatch,DIS,2024-03-30,2024-04-28,11406,Superheater Coils and Walls,TRY
,SH LOWER PNL ATTACHMENT (PGMA-11408),OTH,2023-01-25,2024-07-29,11408,Superheater Coils and Walls,
,Engineering,ENG,2023-01-25,2023-10-26,11408,Superheater Coils and Walls,TRY
,Manufacturing,MFG,2023-10-27,2024-06-29,11408,Superheater Coils and Walls,TRY
,Dispatch,DIS,2024-06-30,2024-07-29,11408,Superheater Coils and Walls,TRY
